6/17/2011	1086	1367	1160
6/18/2011	1001	1418	1366
6/19/2011	1272	1161	1097
6/20/2011	1475	1395	1413
6/21/2011	1281	1112	1445
6/22/2011	1256	1242	1443
6/23/2011	1224	1347	1271
6/24/2011	1000	1085	1030
6/25/2011	1055	1274	1093
6/26/2011	1340	1413	1001
6/27/2011	1082	1045	1329
6/28/2011	1343	1372	1095
6/29/2011	1219	1267	1371
6/30/2011	1238	1243	1190
7/1/2011	1292	1083	1107
7/2/2011	1326	1265	1098
7/3/2011	1296	1223	1103
7/4/2011	1395	1352	1209
7/5/2011	1210	1420	1422
7/6/2011	1207	1494	1371
7/7/2011	1271	1055	1283
7/8/2011	1247	1249	1292
7/9/2011	1283	1258	1285
7/10/2011	1138	1100	1099
7/11/2011	1128	1069	1225
7/12/2011	1299	1075	1497
7/13/2011	1153	1143	1086
7/14/2011	1140	1210	1402
7/15/2011	1142	1050	1423
7/16/2011	1292	1066	1449
7/17/2011	1316	1409	1054
7/18/2011	1265	1483	1420
7/19/2011	1141	1028	1398
7/20/2011	1292	1017	1292
7/21/2011	1494	1154	1366
7/22/2011	1356	1047	1258
7/23/2011	1013	1185	1191
7/24/2011	1484	1033	1437
7/25/2011	1198	1476	1242
7/26/2011	1335	1122	1442
7/27/2011	1347	1001	1396
7/28/2011	1126	1043	1104
7/29/2011	1429	1300	1473
7/30/2011	1237	1296	1453
7/31/2011	1179	1341	1274
8/1/2011	1403	1119	1227
8/2/2011	1347	1330	1259
8/3/2011	1031	1449	1304
8/4/2011	1136	1011	1160
8/5/2011	1113	1308	1097
8/6/2011	1337	1034	1207
8/7/2011	1462	1199	1117
8/8/2011	1286	1365	1314
8/9/2011	1476	1409	1168
8/10/2011	1461	1295	1339
8/11/2011	1296	1003	1322
8/12/2011	1099	1126	1405
8/13/2011	1493	1311	1293
8/14/2011	1015	1282	1216
8/15/2011	1291	1149	1201
8/16/2011	1193	1090	1388
8/17/2011	1412	1414	1011
8/18/2011	1162	1468	1281
8/19/2011	1123	1211	1151
8/20/2011	1122	1021	1182
8/21/2011	1021	1460	1361
8/22/2011	1331	1225	1131
8/23/2011	1081	1289	1085
8/24/2011	1142	1019	1094
8/25/2011	1452	1037	1006
8/26/2011	1086	1220	1125
8/27/2011	1011	1018	1138
8/28/2011	1284	1462	1083
8/29/2011	1009	1457	1163
8/30/2011	1211	1304	1026
8/31/2011	1428	1235	1377
9/1/2011	1411	1356	1411
9/2/2011	1115	1224	1246
9/3/2011	1149	1412	1446
9/4/2011	1482	1482	1014
9/5/2011	1254	1447	1309
9/6/2011	1329	1109	1346
9/7/2011	1276	1115	1409
9/8/2011	1232	1220	1348
9/9/2011	1327	1484	1221
9/10/2011	1100	1069	1260
9/11/2011	1251	1326	1129
9/12/2011	1055	1230	1333
9/13/2011	1397	1183	1091
9/14/2011	1436	1313	1349
9/15/2011	1422	1482	1350
9/16/2011	1084	1095	1210
9/17/2011	1444	1344	1087
9/18/2011	1308	1229	1302
9/19/2011	1372	1083	1430
9/20/2011	1243	1014	1078
9/21/2011	1341	1241	1254
9/22/2011	1085	1010	1291
9/23/2011	1480	1099	1491
9/24/2011	1253	1241	1352
9/25/2011	1309	1211	1275
9/26/2011	1310	1192	1202
9/27/2011	1094	1403	1107
9/28/2011	1313	1255	1249
9/29/2011	1414	1459	1224
9/30/2011	1024	1067	1114
10/1/2011	1136	1486	1213
10/2/2011	1041	1180	1113
10/3/2011	1420	1451	1467
10/4/2011	1288	1289	1047
10/5/2011	1147	1373	1063
10/6/2011	1207	1325	1282
10/7/2011	1488	1210	1287
10/8/2011	1323	1022	1473
10/9/2011	1399	1492	1362
10/10/2011	1108	1137	1421
10/11/2011	1169	1097	1081
10/12/2011	1288	1373	1087
10/13/2011	1494	1037	1360
10/14/2011	1362	1035	1133
10/15/2011	1396	1269	1425
10/16/2011	1298	1219	1437
10/17/2011	1450	1193	1094
10/18/2011	1113	1000	1435
10/19/2011	1026	1225	1372
10/20/2011	1176	1500	1323
10/21/2011	1298	1356	1285
10/22/2011	1168	1478	1277
10/23/2011	1050	1250	1481
10/24/2011	1167	1326	1136
10/25/2011	1488	1139	1200
10/26/2011	1316	1146	1157
10/27/2011	1292	1465	1223
10/28/2011	1106	1495	1459
10/29/2011	1203	1408	1470
10/30/2011	1279	1388	1492
10/31/2011	1261	1103	1091
11/1/2011	1350	1117	1189
11/2/2011	1472	1440	1106
11/3/2011	1080	1051	1299
11/4/2011	1485	1124	1443
11/5/2011	1417	1293	1400
11/6/2011	1147	1455	1148
11/7/2011	1497	1352	1443
11/8/2011	1332	1287	1351
11/9/2011	1126	1299	1323
11/10/2011	1312	1285	1281
11/11/2011	1300	1057	1136
11/12/2011	1231	1497	1037
11/13/2011	1442	1400	1234
11/14/2011	1024	1406	1220
11/15/2011	1381	1358	1455
11/16/2011	1120	1173	1360
11/17/2011	1086	1204	1376
11/18/2011	1207	1176	1090
11/19/2011	1023	1387	1101
11/20/2011	1421	1278	1197
11/21/2011	1346	1427	1155
11/22/2011	1159	1480	1396
11/23/2011	1361	1271	1106
11/24/2011	1485	1142	1174
11/25/2011	1241	1430	1401
11/26/2011	1008	1014	1240
11/27/2011	1390	1043	1113
11/28/2011	1431	1254	1093
11/29/2011	1467	1337	1089
11/30/2011	1164	1409	1009
12/1/2011	1401	1015	1266
12/2/2011	1464	1175	1324
12/3/2011	1153	1171	1047
12/4/2011	1356	1011	1482
12/5/2011	1148	1175	1476
12/6/2011	1116	1198	1200
12/7/2011	1432	1272	1273
12/8/2011	1267	1430	1460
12/9/2011	1099	1409	1027
12/10/2011	1341	1403	1200
12/11/2011	1284	1413	1049
12/12/2011	1089	1323	1385
12/13/2011	1196	1239	1275
12/14/2011	1248	1429	1367
12/15/2011	1257	1365	1120
12/16/2011	1480	1162	1192
12/17/2011	1109	1075	1182
12/18/2011	1340	1165	1182
12/19/2011	1301	1092	1236
12/20/2011	1137	1408	1341
12/21/2011	1156	1204	1098
12/22/2011	1363	1245	1153
12/23/2011	1265	1307	1008
12/24/2011	1137	1173	1190
12/25/2011	1271	1075	1130
12/26/2011	1400	1120	1031
12/27/2011	1093	1331	1387
12/28/2011	1257	1344	1268
12/29/2011	1101	1339	1010
12/30/2011	1052	1449	1243
12/31/2011	1474	1361	1030
